co_ppm,so2_ppm,temperature_c,humidity_pct,device_health,hour,near_school,near_clinic,risk_class
5.35,13.86,38.0,71.89,1,15,1,0,high
8.96,5.13,29.31,72.16,1,6,0,1,medium
26.14,6.43,21.8,45.28,1,2,1,0,high
1.5,28.16,37.67,44.58,1,8,0,0,medium
12.66,8.26,37.18,86.07,1,6,1,0,medium
4.34,9.19,26.72,57.09,1,1,1,0,medium
7.03,5.95,35.64,60.8,0,11,0,0,low
13.5,2.68,33.37,90.77,0,6,1,0,medium
25.92,4.31,41.61,26.35,1,8,0,0,medium
19.25,3.95,40.07,63.46,1,5,0,0,medium
8.02,9.13,43.54,94.99,1,14,0,0,medium
8.18,2.06,23.11,51.4,1,22,0,0,low
23.35,2.88,44.59,64.48,1,10,0,0,medium
12.82,9.73,25.32,67.59,1,13,1,1,high
18.01,1.22,21.82,57.62,1,15,0,0,low
15.06,0.51,29.39,29.92,1,20,0,1,medium
21.43,4.32,44.4,85.36,1,16,1,1,high
16.23,8.12,38.67,63.75,1,12,0,0,medium
9.82,11.65,21.21,63.93,0,12,0,0,medium
6.37,16.83,40.42,41.2,1,14,0,0,medium
7.42,7.22,20.89,78.5,1,23,0,0,low
8.27,13.27,22.27,46.56,1,9,1,0,medium
0.78,5.91,20.37,69.54,0,1,0,0,low
4.62,11.11,25.37,83.6,1,20,0,0,medium
8.58,7.05,23.41,39.46,1,9,1,0,medium
12.37,13.77,40.55,34.56,1,6,0,0,high
15.76,6.71,35.68,42.83,1,5,0,0,medium
11.17,4.86,26.41,36.46,0,0,0,1,medium
12.21,3.73,38.51,24.13,1,1,1,0,high
15.54,6.42,20.76,72.11,1,10,0,0,medium
14.78,10.0,40.12,80.74,1,23,1,0,high
11.44,10.27,43.57,49.9,1,5,0,0,high
3.94,14.38,37.26,76.77,1,17,1,0,medium
9.47,12.21,43.58,32.14,1,12,0,0,medium
1.13,16.54,25.91,24.33,1,14,0,0,medium
8.12,5.84,24.2,50.8,1,13,0,0,low
16.91,8.67,26.34,27.8,1,11,0,0,medium
16.42,2.62,31.64,87.07,1,6,0,0,low
29.12,2.63,26.63,89.42,1,18,0,0,medium
7.74,4.4,39.55,73.17,1,10,0,0,low
11.26,12.14,44.6,91.08,1,11,1,0,high
25.79,10.06,23.72,84.09,1,16,1,0,high
6.34,9.36,21.92,27.97,1,14,0,0,low
4.07,1.78,37.56,77.89,1,11,0,0,low
5.87,8.55,34.31,77.39,1,2,1,1,medium
19.9,1.52,22.79,50.8,1,14,0,0,low
12.61,5.38,25.61,46.64,1,7,0,0,medium
16.75,8.72,33.73,40.88,1,17,1,0,medium
16.15,3.81,32.02,24.68,1,11,0,0,medium
9.41,15.45,38.97,24.71,1,20,0,0,high
18.27,10.81,37.6,62.19,1,0,0,0,medium
11.08,20.81,37.74,42.57,1,9,0,0,high
4.51,10.09,43.12,45.8,1,11,0,0,medium
9.13,8.45,27.08,84.56,1,12,0,0,low
14.77,6.8,29.25,49.76,1,20,0,0,medium
29.35,5.94,32.59,27.05,1,10,0,1,high
7.86,19.23,23.01,60.49,1,7,0,0,medium
12.92,0.14,28.27,82.02,1,14,1,0,medium
5.15,8.65,24.14,72.8,1,10,1,1,medium
14.1,18.79,27.01,52.2,1,8,0,1,high
9.46,14.66,25.33,45.43,1,13,0,0,medium
9.11,3.55,38.19,49.81,1,11,0,0,low
8.81,16.57,26.41,38.84,1,20,0,0,medium
29.82,5.45,23.7,83.77,1,12,1,0,high
12.52,16.38,42.7,26.88,1,10,0,0,high
5.83,8.51,33.1,64.7,1,22,0,1,medium
25.71,2.77,22.77,58.91,1,4,0,0,medium
6.13,1.31,29.22,87.37,1,0,0,0,low
6.95,9.19,29.25,34.98,1,16,0,1,medium
4.6,0.46,29.55,25.75,1,21,0,1,low
2.93,6.47,36.71,31.79,1,7,1,0,medium
2.75,7.51,20.68,64.54,1,17,1,0,medium
4.43,13.55,35.86,44.6,1,5,0,0,medium
20.7,7.57,29.61,23.24,1,22,1,0,high
9.68,3.35,27.99,76.01,1,6,0,1,low
2.62,8.23,36.34,38.23,0,18,0,0,low
4.47,17.55,20.54,71.52,1,10,0,0,medium
7.97,12.55,29.08,43.18,1,6,1,0,medium
25.08,3.49,23.89,40.21,1,14,0,0,medium
25.07,18.24,31.15,70.15,1,22,0,0,high
9.38,6.33,38.43,82.2,1,21,0,0,medium
19.45,3.92,36.87,49.04,1,8,1,0,medium
5.44,10.01,30.1,34.96,1,17,0,0,medium
7.87,5.61,35.95,79.02,1,13,0,0,low
16.9,5.18,40.61,40.65,1,10,0,0,medium
7.55,9.89,30.34,42.82,1,4,1,0,medium
15.1,2.91,42.27,68.4,1,1,0,0,medium
13.04,6.08,30.48,69.93,0,9,0,0,medium
23.11,16.73,20.93,83.23,0,0,0,0,high
10.29,17.25,24.92,20.05,1,1,0,0,high
18.33,7.01,41.27,80.56,1,7,0,0,medium
21.9,5.22,43.66,32.58,1,7,0,0,high
40.55,5.08,20.99,40.98,0,13,0,0,high
12.42,8.5,36.49,21.04,1,2,1,0,high
1.63,11.04,24.07,92.31,1,3,1,0,medium
11.78,3.32,44.27,21.87,1,22,1,0,high
22.68,0.77,36.69,90.33,1,4,1,0,medium
13.7,4.06,26.85,83.58,1,19,0,0,low
24.85,2.02,37.58,68.81,1,23,0,0,medium
4.88,6.15,39.53,82.24,1,11,0,0,medium
30.07,9.72,23.81,54.78,1,19,0,1,high
8.79,1.95,34.7,41.82,1,7,0,0,low
27.14,10.21,30.84,77.89,1,21,1,0,high
28.74,2.49,40.51,69.97,1,5,0,0,medium
16.79,17.15,40.07,81.7,1,6,0,1,high
14.42,2.61,23.69,81.88,1,13,0,0,low
5.13,8.52,20.44,67.61,1,19,1,0,medium
11.47,6.13,31.21,85.01,1,1,0,0,medium
17.6,4.72,34.63,45.34,1,18,1,1,medium
2.52,22.27,39.64,61.33,1,13,0,0,high
22.03,7.92,25.2,25.08,1,6,0,0,medium
16.53,6.94,22.13,72.88,1,7,0,0,medium
8.53,21.98,22.77,83.0,1,20,0,0,medium
7.41,1.71,40.27,57.64,1,5,0,0,low
14.62,7.47,24.42,67.04,1,15,0,0,medium
29.27,9.08,36.35,72.98,1,4,0,0,medium
3.27,10.24,44.25,62.29,1,20,0,0,medium
10.32,11.86,25.9,44.02,1,20,1,0,high
13.2,5.4,23.31,87.67,1,13,0,1,medium
17.47,10.74,39.09,50.04,1,1,0,1,high
28.13,2.97,20.68,92.86,1,7,1,0,medium
23.68,5.84,24.71,87.98,1,16,0,1,high
9.86,7.67,38.13,76.57,0,7,0,0,medium
2.79,5.1,41.2,38.86,1,18,0,0,medium
10.76,6.71,23.45,56.79,1,2,1,0,medium
5.95,4.56,25.53,48.94,1,19,0,1,low
0.18,4.26,43.12,62.21,1,21,0,1,medium
9.7,9.28,23.01,58.74,1,13,1,1,medium
15.12,6.91,25.8,28.33,1,10,0,1,medium
14.9,5.92,42.73,87.81,1,8,0,0,medium
18.94,1.54,37.9,41.28,1,23,1,0,medium
11.27,3.22,37.34,70.36,1,13,0,0,low
6.54,9.51,23.87,24.14,1,13,0,0,medium
21.04,7.91,39.97,60.74,1,13,0,0,high
4.53,2.49,44.51,78.04,1,5,1,0,medium
5.25,5.02,32.33,48.1,1,0,0,0,low
9.24,2.64,28.1,30.11,1,5,1,0,low
10.03,0.93,23.23,52.79,1,22,0,0,low
28.0,18.46,20.57,54.81,1,12,1,0,high
18.23,9.81,32.49,66.84,1,10,1,0,medium
11.83,3.46,31.13,70.57,1,4,0,0,low
13.43,5.56,20.8,71.73,1,6,0,1,medium
4.39,0.26,27.14,32.75,1,15,0,0,low
24.83,16.66,20.65,36.08,1,12,0,0,high
16.38,14.4,39.56,54.65,1,0,1,0,high
3.46,12.99,33.85,81.82,1,10,0,0,medium
14.07,11.73,31.6,44.13,1,1,0,1,high
7.28,7.95,39.83,56.63,1,12,1,1,high
17.99,1.58,35.89,64.78,1,3,0,0,low
7.86,3.68,27.76,42.92,1,23,0,0,low
6.37,1.05,37.69,75.08,1,23,0,0,low
14.27,13.85,41.87,42.71,1,22,0,0,high
14.03,6.99,41.99,76.2,1,14,0,0,medium
1.2,4.9,36.41,58.21,1,0,0,0,low
24.12,1.44,41.82,82.76,1,16,1,0,high
8.77,7.84,30.41,84.9,1,5,0,1,medium
15.16,11.87,35.24,59.26,1,14,1,0,high
1.66,10.65,34.84,28.68,1,16,0,0,medium
5.71,5.52,36.25,30.25,1,9,0,0,low
13.13,3.97,38.96,65.09,1,15,0,0,medium
22.45,5.84,40.65,68.86,1,1,0,1,high
10.53,17.45,37.42,81.55,1,1,0,0,medium
10.95,8.69,37.83,51.07,1,21,0,1,medium
3.17,6.51,27.25,68.28,1,18,0,0,low
10.12,5.17,23.2,81.46,1,0,0,0,medium
16.26,5.15,35.04,90.62,1,17,0,0,medium
10.68,1.52,43.08,23.66,1,15,1,0,high
3.62,12.65,36.12,30.08,1,17,0,0,medium
9.78,7.49,21.59,71.79,1,12,0,0,low
8.82,5.84,20.75,42.82,1,5,0,1,medium
36.69,6.74,20.8,52.37,1,3,0,0,high
10.62,9.96,29.53,39.41,1,16,0,1,medium
3.35,21.38,44.41,43.89,1,7,0,0,high
7.99,3.76,44.48,71.75,1,17,1,1,medium
2.97,13.16,33.37,25.54,1,11,0,0,medium
2.99,11.56,22.34,61.49,1,1,1,0,medium
4.64,12.92,40.4,43.22,1,14,0,0,medium
12.01,5.71,27.96,51.35,1,14,1,0,medium
8.47,11.84,28.03,52.94,1,23,1,1,high
13.21,16.3,22.93,39.32,1,22,0,0,medium
6.69,6.51,41.51,87.72,1,16,0,1,medium
11.19,13.34,23.3,37.79,1,4,0,0,medium
4.54,20.13,37.14,45.74,1,12,0,0,medium
18.68,1.83,32.73,89.6,1,17,1,0,medium
8.57,8.35,36.31,23.18,1,8,0,0,medium
7.89,9.85,24.68,72.41,1,9,1,0,medium
5.8,12.26,37.11,34.29,1,10,0,0,medium
16.73,3.94,24.07,78.52,1,8,1,0,medium
5.7,18.86,21.03,71.13,1,12,1,0,medium
13.55,1.68,25.56,20.37,1,9,0,0,medium
11.46,26.2,28.64,36.67,1,16,0,0,high
10.5,6.99,44.8,37.48,1,20,0,0,medium
5.54,7.52,40.28,88.92,1,2,0,0,medium
11.48,19.22,24.95,27.37,1,10,0,0,medium
19.69,7.44,26.64,21.97,1,11,1,0,high
6.32,12.22,26.19,85.35,1,18,1,0,medium
13.14,4.83,35.4,31.77,1,14,0,1,medium
13.36,8.55,33.21,65.06,1,2,0,0,medium
0.66,7.43,27.56,26.59,1,1,0,0,low
23.55,13.38,36.87,78.04,1,10,1,0,high
4.78,7.72,40.08,66.08,1,5,0,1,medium
10.4,5.92,22.68,78.37,0,20,0,0,medium
5.87,19.55,24.5,34.7,1,22,0,0,medium
3.54,2.84,27.48,67.59,1,1,0,0,low
31.73,9.05,35.82,57.91,0,19,0,0,medium
9.28,14.12,30.42,48.39,1,13,0,0,medium
2.76,8.39,40.15,24.48,1,8,0,0,medium
32.66,11.56,42.72,74.81,1,7,1,0,high
1.17,5.99,35.48,35.99,1,17,1,1,medium
11.7,8.26,32.16,60.33,1,3,0,0,medium
17.89,8.47,43.63,68.65,1,15,0,0,medium
5.25,4.22,40.64,54.28,1,23,0,1,medium
20.85,10.6,41.16,37.39,1,22,1,0,high
27.96,13.39,30.09,91.05,1,22,0,0,high
35.49,1.77,39.97,52.23,1,16,1,0,high
22.07,6.44,28.12,46.47,1,15,0,1,high
12.42,7.44,42.22,47.54,1,6,0,0,medium
33.19,3.73,27.13,34.18,1,2,1,0,medium
11.22,17.63,24.84,76.38,1,5,0,0,medium
2.64,8.06,22.47,59.07,1,23,1,1,medium
1.46,7.23,37.29,84.4,1,9,0,0,low
53.59,17.02,22.82,62.66,1,5,0,0,high
37.84,4.29,42.26,63.09,0,2,0,0,high
7.78,8.27,30.15,37.42,0,1,1,0,medium
36.51,9.69,24.23,41.78,1,4,0,0,high
11.92,2.55,31.93,94.78,1,12,1,0,medium
3.82,2.28,32.26,69.02,0,10,0,1,low
8.46,7.05,31.25,41.32,1,18,1,1,medium
14.76,7.61,29.24,20.78,1,3,1,0,high
16.61,7.33,28.0,30.68,1,16,0,0,medium
7.94,10.25,30.3,87.46,1,5,0,0,medium
14.37,3.23,38.85,86.94,1,16,0,0,medium
24.95,8.02,20.27,79.22,1,14,0,0,medium
33.25,5.33,42.01,80.2,1,0,0,0,high
36.62,1.94,41.5,44.69,1,0,0,0,high
4.54,8.96,33.51,54.58,1,21,0,0,low
8.75,6.03,20.29,63.07,1,12,1,0,medium
15.17,8.57,30.41,30.59,1,4,1,0,medium
4.93,7.72,27.88,56.31,1,9,0,0,low
23.56,2.48,26.06,71.11,1,1,0,0,medium
3.98,18.03,20.98,82.65,1,3,0,1,medium
6.33,8.32,34.92,40.79,1,15,1,0,medium
28.51,17.22,36.77,74.44,1,13,0,1,high
9.86,12.6,39.6,21.35,1,18,1,0,high
30.13,10.93,43.05,78.13,1,10,1,0,high
5.42,4.9,32.53,34.0,1,9,0,0,low
5.73,1.3,30.58,88.98,1,21,1,1,medium
7.05,3.01,25.85,50.74,1,16,0,0,low
8.21,4.87,35.95,91.57,1,19,0,0,low
4.4,0.78,32.28,32.46,1,23,0,0,low
8.02,8.6,43.58,33.76,1,19,0,0,medium
7.3,5.61,32.18,78.91,1,2,0,1,medium
38.35,0.97,30.61,43.56,1,8,0,1,high
22.61,3.06,36.28,68.2,1,8,0,0,medium
1.06,6.24,21.79,23.43,0,21,1,0,medium
7.85,1.39,44.13,27.75,1,1,0,0,low
4.6,11.59,28.67,64.54,1,3,0,0,medium
10.0,1.77,20.76,65.49,1,12,0,0,low
10.68,0.63,25.91,36.03,1,7,0,0,low
23.74,11.61,31.62,68.59,1,0,1,0,high
3.73,2.37,35.29,50.33,1,19,0,0,low
5.6,11.24,22.57,59.24,1,2,0,0,medium
8.09,3.63,34.81,50.09,1,12,0,0,low
9.86,9.79,30.94,22.99,1,17,1,0,medium
12.7,2.7,33.18,44.51,1,15,1,0,medium
5.67,5.31,22.5,27.77,1,22,0,1,medium
8.17,5.77,34.67,78.41,1,4,0,1,medium
16.28,9.12,21.57,64.6,1,15,1,1,high
9.82,9.58,25.57,55.04,1,14,0,0,low
16.5,4.38,35.29,47.95,0,13,1,1,medium
4.27,29.03,36.11,43.06,1,16,1,0,high
3.74,11.48,43.59,78.97,1,1,0,0,medium
22.2,4.79,39.05,63.04,0,14,0,1,high
10.97,6.42,30.43,79.77,1,17,1,1,high
32.34,5.3,35.49,91.24,1,20,1,0,high
25.14,4.79,41.7,82.91,1,15,0,0,medium
7.35,7.55,29.26,24.07,1,3,1,0,medium
17.84,4.38,42.07,27.58,1,23,0,0,medium
25.07,4.48,36.29,24.3,0,15,0,0,medium
26.5,15.29,34.43,24.69,1,22,0,0,high
11.65,2.16,24.15,43.49,1,11,0,0,low
13.26,3.68,40.73,39.98,0,11,0,1,medium
13.22,12.04,38.13,91.38,1,20,1,0,high
5.83,8.66,21.09,27.04,1,11,0,0,low
23.27,10.39,31.06,39.64,0,10,0,0,high
6.99,2.26,40.7,34.41,1,22,0,0,low
8.98,2.33,38.72,24.27,1,7,0,0,medium
17.44,2.1,32.06,54.02,1,5,1,1,medium
23.27,5.57,27.76,62.38,1,6,0,0,medium
9.13,4.45,25.68,85.38,1,10,0,1,low
3.07,4.59,26.25,73.64,1,6,0,0,low
10.36,8.84,23.23,28.11,1,21,0,0,medium
19.31,11.81,34.1,86.92,1,0,0,0,medium
25.93,4.9,29.38,42.85,1,10,1,0,medium
1.62,13.63,43.1,27.62,1,11,0,0,medium
16.66,11.24,38.37,85.92,1,18,0,1,high
8.97,23.26,25.88,69.61,1,11,0,0,medium
23.61,2.67,29.95,47.38,1,3,0,0,medium
31.32,8.12,40.68,93.86,1,1,1,0,high
22.47,6.06,42.17,64.18,1,8,1,1,high
16.1,9.75,26.87,86.6,1,18,1,0,medium
16.96,0.85,35.09,73.56,1,5,0,0,low
2.3,3.29,44.13,82.48,1,11,1,0,medium
7.3,6.42,39.62,24.37,1,1,0,0,medium
29.45,7.87,32.48,46.54,1,10,1,0,high
7.62,10.15,23.66,21.87,1,3,0,0,medium
23.51,2.66,34.29,61.94,1,14,1,0,medium
4.11,11.2,39.84,47.88,1,15,0,0,medium
23.93,13.84,34.03,66.46,1,2,1,0,high
18.61,15.84,21.95,25.23,1,4,0,0,medium
17.93,0.88,41.68,48.22,1,22,0,0,medium
16.64,7.16,37.54,70.04,1,23,0,1,medium
7.72,7.47,38.27,86.71,1,15,0,1,medium
42.51,3.38,33.34,35.62,1,12,0,1,high
1.18,6.37,38.49,64.35,1,11,0,0,medium
46.69,11.94,30.26,59.9,1,1,0,0,high
7.01,7.37,20.81,23.66,1,17,1,0,medium
14.23,1.98,40.15,54.25,1,11,0,0,medium
8.51,2.88,31.73,68.37,1,9,0,0,low
2.44,15.33,38.39,92.13,1,5,0,0,medium
4.89,3.74,41.92,81.36,1,10,1,0,medium
3.18,6.89,40.67,84.8,1,11,0,0,medium
8.16,17.92,35.6,34.42,1,22,1,0,medium
3.91,2.24,37.78,43.94,1,23,0,1,low
5.33,3.62,42.41,93.49,1,22,0,1,medium
2.49,4.26,27.65,78.2,1,14,0,0,low
12.04,11.64,30.24,51.4,1,14,0,0,medium
8.08,5.96,24.51,30.92,1,15,0,0,low
11.85,6.52,28.94,54.82,1,7,0,0,medium
5.84,1.89,31.53,29.18,1,5,1,0,low
27.7,6.85,26.91,47.19,1,12,0,0,medium
23.57,14.55,28.81,29.44,1,9,0,0,high
8.46,1.04,24.92,46.85,1,11,0,0,low
8.32,3.49,25.22,26.84,1,3,1,0,low
6.86,6.67,35.64,54.82,1,13,0,0,low
7.82,0.34,23.75,75.8,1,7,0,0,low
14.95,4.31,30.55,89.63,1,18,1,1,medium
19.43,2.74,25.97,21.81,0,7,0,0,medium
25.55,8.12,29.8,56.05,1,19,0,0,medium
40.03,8.14,21.61,60.92,1,22,0,1,high
28.99,2.03,35.54,81.04,1,5,0,0,medium
8.4,4.71,33.21,44.58,1,23,0,1,low
14.89,5.47,20.38,24.43,1,11,0,0,medium
17.47,0.51,36.36,76.94,1,23,1,0,medium
8.42,18.83,32.67,53.16,1,20,1,1,high
19.35,4.46,25.03,80.9,1,9,0,0,low
17.02,2.08,25.81,24.4,1,6,1,0,medium
2.36,0.59,41.05,49.18,1,20,1,1,medium
19.69,1.79,27.32,37.15,1,8,1,0,medium
14.89,7.52,32.38,45.15,1,23,1,0,medium
4.23,2.32,31.39,52.07,0,2,1,0,low
11.15,12.35,42.65,94.53,1,15,0,0,high
12.76,5.66,27.16,81.12,0,18,0,0,medium
17.13,2.99,37.22,30.68,1,17,0,0,low
13.56,9.97,27.96,48.74,1,15,0,0,medium
34.14,0.66,20.64,77.83,1,11,0,0,medium
22.32,19.22,37.0,47.19,1,13,0,0,high
10.69,5.17,36.85,31.15,0,3,0,0,medium
48.19,1.87,36.41,39.82,0,23,1,1,high
11.41,2.98,26.17,57.62,1,14,1,0,medium
4.67,3.99,28.48,58.67,1,4,0,0,low
10.77,19.64,41.22,94.28,1,6,0,0,high
9.55,8.2,31.1,79.18,1,4,0,0,low
16.12,10.8,44.51,61.59,1,12,0,0,high
7.33,18.04,32.16,81.75,1,18,0,0,medium
9.31,11.63,25.37,60.85,1,6,0,0,medium
27.77,5.77,40.68,27.53,1,13,0,0,high
11.83,11.03,38.24,21.02,1,2,1,0,high
7.4,3.75,44.82,49.06,1,17,0,1,medium
12.96,3.03,22.11,81.41,1,21,0,0,low
2.53,1.05,32.33,38.82,1,18,0,1,low
19.7,20.65,38.73,59.05,1,21,0,0,high
3.12,2.92,29.46,35.0,1,20,0,0,low
2.26,2.03,27.02,85.36,1,15,1,0,low
1.63,12.85,21.41,35.74,1,20,0,0,medium
5.07,10.79,35.99,52.08,0,3,0,1,medium
11.53,5.74,31.95,30.89,1,8,0,0,medium
9.84,9.73,33.68,24.68,1,4,0,0,medium
26.56,15.21,23.09,38.88,1,14,0,0,high
11.9,6.79,42.85,68.2,1,16,0,0,medium
21.74,10.26,30.58,66.74,1,8,0,1,high
9.1,10.84,26.84,57.08,1,16,0,1,medium
9.21,9.26,23.23,62.3,0,13,0,1,medium
51.37,3.32,35.71,76.4,1,15,0,0,medium
17.81,23.7,36.86,81.22,1,2,1,1,high
8.43,6.16,30.37,43.84,1,23,0,0,low
9.67,6.32,37.19,85.59,1,15,0,0,low
19.14,16.71,24.63,75.09,1,0,0,0,medium
12.38,9.86,23.11,58.05,0,15,1,0,medium
3.38,2.13,34.29,40.26,1,18,1,1,medium
10.34,14.98,32.6,20.84,1,2,1,1,high
21.1,3.41,27.27,25.61,1,7,0,0,medium
8.51,9.48,27.0,38.16,0,14,0,1,medium
8.89,1.22,30.6,69.95,1,19,0,0,low
6.88,8.81,31.43,58.08,1,22,0,0,low
16.96,2.81,39.31,93.5,1,10,0,1,medium
7.88,2.58,30.02,21.31,1,15,1,0,medium
10.34,4.56,23.29,53.28,1,4,0,0,low
9.29,5.39,37.1,82.4,1,21,1,0,medium
22.95,4.03,37.33,74.02,1,16,0,0,medium
3.58,4.8,22.22,65.18,1,18,0,0,low
3.83,9.81,36.21,45.78,1,23,1,0,medium
4.7,4.9,25.98,69.23,0,18,1,0,low
5.03,9.79,36.51,20.66,1,12,1,0,medium
10.57,2.26,21.23,48.47,1,14,0,0,low
19.9,3.54,28.79,80.72,1,14,0,0,low
11.29,6.9,40.59,89.52,1,0,0,0,medium
3.22,5.82,41.06,39.11,1,13,0,0,medium
9.62,10.75,29.7,84.25,1,14,0,0,medium
3.3,1.2,39.43,31.87,1,11,0,0,low
9.62,7.86,24.3,60.92,1,16,0,0,low
5.48,12.7,37.97,48.08,1,5,0,0,medium
10.35,6.24,36.95,77.57,1,15,1,0,medium
17.99,1.96,23.42,21.71,1,13,1,0,medium
16.25,6.47,32.8,44.56,1,2,0,1,medium
7.64,2.29,32.67,54.62,1,12,1,1,medium
26.47,16.15,21.6,72.01,0,2,1,0,high
15.1,4.37,34.63,29.76,1,8,0,0,low
30.88,3.95,40.1,89.32,1,4,1,1,high
2.69,6.35,42.55,94.1,1,20,0,1,medium
15.23,12.08,22.91,23.77,1,23,0,0,high
3.49,6.32,36.98,26.17,1,17,0,0,low
22.13,6.26,39.93,55.79,1,23,1,0,high
21.53,9.78,42.69,87.79,1,20,1,1,high
9.61,19.18,38.85,25.54,1,11,0,0,medium
7.01,9.8,32.47,37.54,1,20,0,0,low
7.52,8.01,41.51,83.78,1,13,0,0,medium
4.04,1.49,27.64,70.54,1,14,0,0,low
29.96,1.82,28.89,77.88,1,21,1,0,medium
33.84,26.3,28.73,79.94,1,15,1,0,high
3.38,7.23,24.36,69.63,1,13,0,0,low
9.1,1.93,20.35,50.26,1,9,0,0,low
22.96,5.82,41.73,23.48,1,7,0,0,high
9.65,5.95,33.25,56.77,0,11,0,0,low
26.35,7.17,36.97,62.35,1,5,0,1,high
27.71,22.21,43.86,30.38,1,0,0,0,high
3.94,11.1,26.51,43.6,1,12,0,0,medium
1.02,23.29,37.64,20.72,1,4,0,0,high
11.44,15.12,29.96,32.54,1,20,1,0,high
12.71,4.15,41.24,20.83,0,17,1,0,high
3.06,3.87,21.74,66.42,0,21,0,1,low
29.83,4.77,31.66,88.71,1,7,0,0,medium
4.0,3.29,27.78,25.98,1,21,0,0,low
13.02,12.97,27.31,46.66,1,12,0,0,medium
5.81,9.16,24.66,87.08,1,11,1,0,medium
5.55,10.03,29.42,28.0,1,13,1,1,high
9.39,14.65,31.76,73.89,1,0,0,0,medium
11.56,10.33,27.11,26.91,1,21,0,1,high
19.34,8.34,35.49,82.34,1,10,0,1,medium
13.63,9.85,41.45,26.35,1,0,0,0,medium
5.12,3.77,21.32,29.99,1,19,1,0,low
22.62,10.02,38.52,91.21,1,20,1,0,high
6.86,10.22,42.27,36.39,1,9,0,0,medium
20.58,6.23,21.97,82.29,1,7,0,0,medium
24.77,9.56,30.99,42.2,1,14,0,1,high
17.24,7.14,39.52,72.91,1,16,0,0,medium
12.5,11.91,23.3,55.49,1,22,0,0,medium
5.41,2.73,39.35,51.75,1,13,1,1,medium
16.58,5.09,38.42,83.73,1,12,0,0,medium
2.6,2.57,20.85,74.63,1,6,0,0,low
5.67,10.12,23.58,20.15,0,11,0,1,high
1.19,3.9,32.51,86.94,1,7,0,0,low
20.04,5.51,25.31,89.86,1,1,0,1,high
3.09,8.61,43.57,54.39,1,15,1,0,medium
9.89,12.04,30.47,51.43,1,17,0,0,medium
19.3,9.94,23.79,62.81,1,17,0,0,medium
10.22,7.29,37.81,50.92,1,16,0,0,medium
17.03,8.39,32.38,74.16,1,0,0,1,medium
11.48,16.62,27.81,23.76,1,14,0,0,high
26.43,6.11,40.66,75.11,1,6,0,0,high
25.71,17.78,24.79,63.83,1,8,1,0,high
47.66,1.24,39.93,72.91,1,7,0,0,high
22.22,7.29,22.04,42.09,1,21,0,0,medium
3.86,10.42,22.4,25.6,1,9,0,0,medium
4.63,3.85,37.45,29.29,1,14,1,1,medium
17.89,8.1,26.3,38.36,1,11,0,0,medium
17.96,1.68,30.64,47.62,1,6,1,0,medium
13.39,10.0,28.39,49.12,1,19,1,1,high
9.21,3.11,33.52,84.38,0,8,1,1,medium
13.69,2.16,44.61,24.47,1,7,0,0,medium
7.04,1.68,34.32,36.65,1,5,0,0,low
7.6,3.81,30.4,38.79,1,18,0,0,low
26.7,12.31,35.02,35.01,1,1,0,1,high
5.93,11.63,22.24,51.9,1,13,0,0,medium
3.28,10.78,29.96,67.68,1,7,1,0,medium
3.06,4.04,24.27,70.47,1,22,1,0,low
7.5,13.46,27.66,94.66,1,0,0,0,medium
6.66,4.31,42.59,33.37,1,12,0,0,low
6.84,9.53,43.77,53.18,1,18,0,0,medium
10.0,9.81,37.78,65.23,1,16,0,1,medium
13.47,15.31,23.82,33.5,1,8,0,0,medium
2.57,3.11,34.03,91.19,1,8,1,0,low
7.14,12.98,26.44,56.42,1,7,1,0,medium
9.69,9.15,26.74,50.3,1,18,0,0,low
2.4,6.72,31.43,23.19,1,18,0,0,medium
37.83,4.45,43.88,20.7,1,12,0,0,high
17.28,18.25,26.3,87.72,1,23,1,0,high
6.65,5.32,41.67,65.34,1,12,1,1,high
17.83,0.67,39.47,73.77,1,8,0,0,medium
9.42,1.22,23.01,35.04,1,21,0,0,low
18.47,13.05,33.38,46.98,1,12,0,0,medium
32.15,7.48,44.94,54.48,1,22,0,0,high
9.76,5.15,23.98,46.38,1,21,1,0,medium
12.86,5.53,32.51,49.61,1,19,1,0,medium
7.65,14.93,39.66,87.41,1,22,0,0,medium
37.54,3.76,24.88,78.16,1,11,0,0,medium
3.66,3.67,31.43,24.99,1,12,0,0,low
28.08,12.14,44.29,80.76,1,2,1,0,high
10.09,11.42,21.05,77.21,1,10,0,0,medium
11.83,14.34,30.93,35.32,1,20,0,1,high
2.73,4.08,26.89,63.2,1,18,0,0,low
14.97,6.2,37.58,42.49,1,6,0,1,medium
4.67,1.88,25.73,59.09,1,8,1,0,low
6.22,2.46,29.66,92.12,1,15,1,0,low
19.66,2.28,32.4,23.61,1,16,0,0,medium
33.5,9.28,32.02,88.71,1,9,0,0,medium
12.03,6.21,30.54,41.4,1,6,0,0,medium
14.65,2.26,21.67,43.47,1,9,1,0,medium
4.68,6.5,40.87,36.61,1,19,0,1,medium
15.12,5.89,42.41,27.14,1,4,1,0,high
9.7,18.45,27.29,88.2,1,20,0,0,medium
22.27,3.51,27.83,40.62,1,10,0,1,medium
34.32,3.37,20.75,56.19,1,1,0,0,medium
9.22,11.37,40.72,64.12,1,14,1,0,high
10.9,7.45,27.18,93.7,1,23,1,0,medium
